Timestamp,AccelX,AccelY,AccelZ
10.073966,-0.172134,0.312057,-1.006149
10.093018,-0.203201,0.355301,-1.053284
10.093225,-0.274628,0.374466,-1.134888
10.112164,-0.360031,0.368301,-1.197388
10.112389,-0.425415,0.352463,-1.182251
10.131342,-0.42334,0.353256,-1.167267
10.131536,-0.401474,0.374664,-1.224396
10.150601,-0.397385,0.412476,-1.302078
10.150794,-0.404175,0.446884,-1.337952
10.169807,-0.392624,0.448059,-1.327438
10.170013,-0.365051,0.440475,-1.302948
10.188993,-0.339935,0.420456,-1.272934
10.189194,-0.340912,0.402588,-1.218307
10.208156,-0.37178,0.39682,-1.196503
10.208383,-0.415024,0.404022,-1.231369
10.227263,-0.462982,0.417191,-1.265091
10.227458,-0.490234,0.420227,-1.27739
10.246475,-0.493423,0.442963,-1.299545
10.246667,-0.457184,0.465225,-1.320435
10.265786,-0.423325,0.495941,-1.375519
10.265992,-0.402084,0.513214,-1.431915
10.284929,-0.386765,0.508087,-1.434311
10.285123,-0.355438,0.468414,-1.379578
10.304123,-0.323181,0.428452,-1.347565
10.304346,-0.294434,0.381393,-1.357483
10.323323,-0.298965,0.350006,-1.35849
10.323517,-0.34433,0.395386,-1.322311
10.342509,-0.364517,0.429779,-1.258499
10.342696,-0.37825,0.434998,-1.194214
10.361702,-0.376907,0.451492,-1.184814
10.361902,-0.377396,0.472977,-1.209641
10.380883,-0.365463,0.49617,-1.230774
10.381076,-0.337921,0.51033,-1.230103
10.400075,-0.306732,0.497726,-1.222168
10.4003,-0.282242,0.481201,-1.200943
10.419269,-0.264786,0.461853,-1.174026
10.419461,-0.259262,0.440384,-1.161346
10.438453,-0.255173,0.414108,-1.153809
10.438645,-0.249405,0.395493,-1.109528
10.457703,-0.242813,0.377686,-1.047653
10.457903,-0.240753,0.363434,-0.992905
10.476737,-0.234375,0.366959,-0.96759
10.477062,-0.23645,0.391495,-0.977036
10.496028,-0.226151,0.409103,-0.971344
10.496248,-0.212708,0.419708,-0.959
10.515241,-0.190216,0.430359,-0.964096
10.515438,-0.168655,0.437332,-0.990952
10.534425,-0.158569,0.427231,-1.001816
10.534619,-0.160629,0.417068,-1.006805
10.553633,-0.167282,0.403152,-0.995285
10.553828,-0.169632,0.394699,-1.000275
10.572758,-0.176682,0.392197,-1.005325
10.572952,-0.181427,0.39653,-0.99025
10.592009,-0.181534,0.405106,-0.994339
10.592236,-0.163162,0.421753,-1.005844
10.611229,-0.135193,0.425995,-0.967331
10.611424,-0.109024,0.418991,-0.922058
10.630409,-0.092239,0.420639,-0.920731
10.630615,-0.083694,0.415863,-0.922531
10.649595,-0.095032,0.392914,-0.929504
10.649792,-0.112503,0.379684,-0.965149
10.668787,-0.133987,0.383926,-1.012268
10.668987,-0.14267,0.38063,-1.007828
10.687838,-0.13974,0.384064,-0.989899
10.688074,-0.131989,0.390152,-0.97699
10.707154,-0.114059,0.410385,-0.983093
10.707351,-0.087524,0.42984,-0.996109
10.726366,-0.068329,0.436874,-1.002014
10.726557,-0.063568,0.439621,-0.990646
10.745513,-0.063705,0.429794,-0.96138
10.745704,-0.068939,0.418182,-0.962769
10.764714,-0.073715,0.429642,-1.000702
10.76494,-0.067062,0.426376,-1.004761
10.78392,-0.060883,0.415726,-1.000504
10.784141,-0.052292,0.397018,-0.975739
10.803068,-0.025848,0.379364,-0.942764
10.803261,0.001114,0.368546,-0.908737
10.822244,0.018814,0.359222,-0.859268
10.822436,0.030991,0.356247,-0.828262
10.841454,0.044876,0.352997,-0.821121
10.841647,0.066422,0.348724,-0.822632
10.860602,0.093399,0.349365,-0.835754
10.860793,0.112244,0.357574,-0.860962
10.87982,0.115631,0.356384,-0.894867
10.880049,0.09285,0.348419,-0.912994
10.899053,0.083893,0.336578,-0.88588
10.899256,0.086929,0.315521,-0.834366
10.918218,0.076462,0.301102,-0.7892
10.918418,0.090744,0.282394,-0.725922
10.937386,0.107117,0.267441,-0.674789
10.93758,0.129791,0.242401,-0.627029
10.956564,0.151642,0.226898,-0.606598
10.956755,0.158646,0.220383,-0.601105
10.975772,0.156082,0.22467,-0.609451
10.975995,0.17688,0.223846,-0.590668
10.99494,0.196182,0.215149,-0.584686
10.995135,0.215744,0.201981,-0.573349
11.014144,0.225586,0.193176,-0.561691
11.014339,0.235229,0.182983,-0.561783
11.033338,0.237381,0.181427,-0.606247
11.033533,0.207611,0.197556,-0.627335
11.052497,0.143372,0.247513,-0.602249
11.052689,0.046158,0.539337,-0.630844
11.071634,-0.037491,0.922531,-0.78891
11.071857,-0.067307,1.008545,-0.81691
11.090945,0.050079,0.454086,-0.608734
11.091155,0.107666,-0.000824,-0.410797
11.11003,0.147751,-0.214752,-0.477142
11.110233,0.212936,-0.151901,-0.628677
11.129241,0.271667,0.10202,-0.834274
11.129432,0.228424,0.17659,-0.840897
11.14837,0.166275,0.153885,-0.730392
11.148562,0.137787,0.103043,-0.59903
11.167619,0.157608,0.080688,-0.520981
11.16785,0.184586,0.126755,-0.539719
11.186817,0.224411,0.177536,-0.53392
11.187014,0.242828,0.205673,-0.52507
11.205998,0.271255,0.219116,-0.553467
11.206191,0.286667,0.221863,-0.85675
11.225151,0.223267,0.003174,-0.847839
11.225345,0.214203,-0.265015,-0.722656
11.244356,0.202545,-0.277222,-0.726379
11.24455,0.093063,-0.166412,-0.724457
11.263522,-0.022522,0.012802,-0.643539
11.263742,-0.035492,0.137741,-0.612823
11.282638,-0.009171,0.228989,-0.628387
11.282833,0.003235,0.265518,-0.640121
11.301945,-0.00325,0.268478,-0.656357
11.30214,-0.007553,0.272491,-0.708282
11.321141,-0.008469,0.239594,-0.811661
11.321341,-0.023697,0.163651,-0.90773
11.340287,-0.066742,0.119934,-0.928696
11.340481,-0.111954,0.126373,-0.856796
11.35937,-0.160065,0.17067,-0.756119
11.359587,-0.168686,0.205978,-0.706223
11.378669,-0.170319,0.233185,-0.739609
11.378864,-0.186386,0.221741,-0.786728
11.397845,-0.193283,0.149094,-0.835175
11.398036,-0.171417,0.043594,-0.922333
11.417039,-0.142441,0.044327,-0.997955
11.417232,-0.131241,0.161194,-0.98584
11.436245,-0.135056,0.294159,-0.917953
11.43644,-0.154572,0.365524,-0.915787
11.455438,-0.18454,0.39389,-0.964905
11.455663,-0.232513,0.37851,-0.977753
11.474606,-0.307388,0.335083,-0.971786
11.474802,-0.378128,0.28299,-1.006104
11.49369,-0.445465,0.238205,-1.073059
11.493884,-0.472031,0.21228,-1.119736
11.512943,-0.461823,0.218704,-1.121185
11.513156,-0.410492,0.255722,-1.130417
11.532303,-0.307159,0.289139,-1.139725
11.532504,-0.250565,0.312698,-1.180176
11.551429,-0.256012,0.327789,-1.189987
11.551655,-0.299011,0.361725,-1.186325
11.570589,-0.364716,0.385223,-1.222076
11.570782,-0.440979,0.37944,-1.193665
11.589816,-0.489288,0.370636,-1.128265
11.590015,-0.500458,0.378693,-1.132111
11.608897,-0.507629,0.39328,-1.162033
11.609112,-0.508713,0.400513,-1.176682
11.627735,-0.508057,0.407364,-1.180542
11.627845,-0.503464,0.405548,-1.202957
11.647016,-0.513596,0.411011,-1.24321
11.647159,-0.520401,0.408127,-1.259262
11.66654,-0.536392,0.391068,-1.257019
11.666755,-0.541428,0.363327,-1.28418
11.685712,-0.532745,0.345139,-1.311707
11.685907,-0.50145,0.343475,-1.29834
11.704882,-0.464935,0.370483,-1.257065
11.705079,-0.423096,0.411789,-1.1875
11.72402,-0.401276,0.456009,-1.153046
11.724215,-0.386566,0.500687,-1.181564
11.743257,-0.377747,0.512451,-1.201355
11.743498,-0.371399,0.50412,-1.208359
11.762209,-0.36676,0.51059,-1.22998
11.762337,-0.370636,0.518066,-1.260834
11.781809,-0.362122,0.51683,-1.253311
11.782024,-0.346191,0.502243,-1.238876
11.800863,-0.315475,0.484879,-1.215088
11.801068,-0.298843,0.478928,-1.187149
11.820045,-0.278503,0.481628,-1.150269
11.820239,-0.24556,0.474503,-1.106827
11.839188,-0.231171,0.471268,-1.076462
11.839414,-0.208786,0.47139,-1.054962
11.858412,-0.195053,0.465378,-1.014099
11.858604,-0.182419,0.461182,-0.95787
11.87769,-0.158401,0.440857,-0.898575
11.877895,-0.1465,0.426041,-0.852676
11.896889,-0.127426,0.415985,-0.833252
11.897089,-0.105225,0.413422,-0.787323
11.916082,-0.087326,0.417221,-0.80722
11.916275,-0.08374,0.437469,-0.885742
11.935252,-0.066254,0.44931,-0.930283
11.935473,-0.045715,0.473175,-0.960754
11.954465,-0.02504,0.472198,-0.971313
11.954657,0.005295,0.441177,-0.926346
11.973651,0.027328,0.406891,-0.882065
11.973841,0.050766,0.392014,-0.80098
11.993019,0.055588,0.370361,-0.696594
11.993313,0.055145,0.332535,-0.62178
12.012087,0.017426,0.301086,-0.484879
12.012296,0.013687,0.299927,-0.385468
12.031256,0.027298,0.295731,-0.306976
12.03148,0.035538,0.263382,-0.261765
12.050455,0.042343,0.25032,-0.261932
12.05065,0.04068,0.224899,-0.280182
12.069645,0.048508,0.211609,-0.282806
12.069837,0.040802,0.205597,-0.25293
12.088906,0.021027,0.200638,-0.186386
12.0891,0.006897,0.181946,-0.14621
12.10818,-0.011688,0.164993,-0.077286
12.10838,-0.021484,0.135696,-0.013855
12.12728,0.0168,0.747025,1.083817
12.127537,0.132568,1.170883,0.628601
12.146296,0.20639,0.913269,0.228333
12.146496,0.201675,1.028809,0.059464
12.165663,0.074463,0.477798,-0.039215
12.16586,0.034225,0.085754,0.001465
12.184829,0.035736,0.082535,0.002213
12.185023,0.04126,0.081207,0.004532
12.204052,0.037277,0.07811,0.002228
12.204249,0.038452,0.077606,0.003723
12.223207,0.042084,0.079269,0.001358
12.223428,0.039246,0.075897,0.002258
12.24246,0.041107,0.078781,0.001587
12.242649,0.045074,0.075302,0.000931
12.261617,0.040985,0.07663,-0.001602
12.261815,0.045883,0.073883,-0.002258
12.280804,0.044891,0.073624,-0.000549
12.280995,0.044983,0.071442,-0.002289
12.300191,0.045074,0.068771,-0.003738
12.300386,0.045502,0.068481,-0.001053
12.319193,0.047394,0.067703,0.000687
12.319417,0.043671,0.065079,-0.001114
12.338364,-1.767029,2.438477,0.632797
12.338625,0.008789,0.117249,-0.003265
12.35759,-0.000351,0.095047,-0.011917
12.357809,0.001465,0.095917,-0.031174
12.376685,0.008698,0.10582,-0.031708
12.376876,0.00238,0.101868,0.033127
12.396013,-0.00293,0.080536,-0.022095
12.396227,0.006836,0.107391,0.0103
12.415164,-0.000687,0.087585,-0.023193
12.415395,-0.000305,0.090881,0.013718
12.434329,0.004608,0.095779,0.002838
12.434524,0.004166,0.092941,-0.007202
12.453525,-0.000015,0.084473,-0.004883
12.453718,0.003189,0.086792,-0.000885
12.472728,0.004944,0.086792,-0.002808
12.47292,-0.003281,0.084946,0.001404
12.491935,0.000824,0.084641,0.000992
12.492126,0.004425,0.078018,-0.003128
12.511164,0.004486,0.07695,0.006897
12.511399,0.006958,0.076187,0.004028
12.530326,0.00354,0.076981,0.005157
12.530521,0.008865,0.072205,0.008926
12.549587,0.00351,0.073761,0.010284
12.549791,0.005875,0.070969,0.015457
12.568584,0.006012,0.072403,0.019135
